id,comment,label,task
train_009674,Vận chuyển ít xốp đặt 2 bình bị móp 1 bình,0,3
train_005599,"Tôi đưa nhân viên 120 nghìn đồng, nhân viên không trả lại tiền thừa và đi luôn.",0,5
train_009379,Rất đáng tiền giày đẹp và giống hình,2,1
train_005599,bực mình,0,9
train_009379,Đi nhẹ mà ôm chân đế độn gót rất cao nữa,2,1
train_008447,không đẹp,0,1
train_009379,Chất lượng sản phẩm tuyệt vời,2,1
train_002141,Giày đẹp đáng tiền,2,1
train_012364,"Chất lượng sản phẩm khá tốt, giúp giảm mụn và giảm sưng đỏ",2,1
train_015354,"Hàng đẹp, bao đi luôn",2,1
train_014880,Em mua 2 đôi được tặng một đôi tất Hàn Quốc xinh xinh,2,8
train_014880,Chủ shop nhiệt tình trả lời chat nhanh,2,5
train_014880,Thời gian giao hàng tốc độ sấm sét,2,3
train_008393,"mình đặt 3 quyển giao mình 2 quyển và 3 quyển vở trong khi đó mình không mua vở, làm ăn chán quá",0,6
train_001013,Gửi sai size đặt size bé 19g gửi 1 áo đúng còn 1 áo bé 13kg mặc vừa,0,6
train_010624,Chất lượng sản phẩm tuyệt vời đóng gói tốt nhưng có bị đổ ra một chút,2,1
train_003196,Màu đen rất đẹp có thể soi gương được luôn,2,1
train_014351,Đồ ăn ngon,2,1
train_007607,Nếu cho coi hàng trước là tôi đã không nhận hàng!,0,3
train_014351,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
train_014759,Hàng như cục c*t về không kết nối được mong mọi người đừng mua mất tiền,0,1
train_007607,Nhìn bao bì sản phẩm là muốn ói rồi,0,2
train_007607,Cách làm ăn kiểu như vậy thì không bao giờ phát triển được đâu,0,9
train_004687,Màu không giống hình,0,1
train_007607,Hãy học cách của Lazada và nhiều công ty khác đi!,0,9
train_004581,Thế chị cho em biết cách mở đi em không mở được và cũng không ấn được luôn,0,5
train_012390,mới gieo chưa biết ra sao,1,9
train_004687,Sản phẩm này rất thất vọng,0,1
train_008535,USB ghi là chuẩn 3.0 nhưng tốc độ giao tiếp dữ liệu quá chậm thua xa hai cái PNY 2.0 mình đã từng mua,0,1
train_011507,Đây là bản dịch dở nhất trong năm quyển đã xuất bản,0,1
train_011507,Rất nhiều lỗi,0,1
train_011507,"Cốt truyện rất hay và rất ""đau tim"", nhưng từ quyển này Thanh Tuyền lại dịch dở như thế",0,9
train_011507,"Có thể kể đến:
- Cách xưng hô giữa Anubis và mẹ, Bantest (trang 253, dòng 6, đoạn 1): người ngồi cùng Anubis trong chiếc vimana là mẹ ông ta, thế nên chữ dung không thể là “tôi”.",1,9
train_011507,"“I” trong câu này phải được dịch là “con”, hoặc không thì cũng là “ta”",1,9
train_011507,"Câu này không liên quan đến thương mại điện tử nên thuộc task ""Khác"". Cảm xúc của câu là ""Trung tính"". Đầu ra: cô ấy dễ tức giận điên cuồng, khiến người ta phải tổn thương, đòi hỏi khắt khe, ích kỷ và kiêu căng ngạo mạn... và rất, rất quý báu với tôi",1,9
train_011507,"Sophie là Bạc, còn Josh là Vàng",1,9
train_011507,"Rõ ràng câu này dịch rất thô, nghe không hợp với văn nói",0,9
train_011507,Thực sự tôi muốn phát điên với bản dịch,0,9
train_011507,"Không cần thiết phải thêm từ “Người” vào trước hai tính từ Bạc và Vàng, nghe rất chướng",0,9
train_011507,Hy vọng lần tái bản sau những lỗi ngớ ngẩn trên sẽ không còn lặp lại vì tôi rất hối hận khi mua phải một bản dịch làm tụt cảm hứng đọc như thế này,0,1
train_000196,"Nói là tích điện nhưng sạc điện không vào, theo mình các bạn không nên mua sản phẩm này, mua về tốn tiền mà không sử dụng được, bán hàng không có tâm.",0,1
train_008701,"Sản phẩm rất tốt, cảm ơn shop, sẽ ủng hộ shop lâu dài",2,1
train_011793,tất giao thì xước mấy chỗ,0,3
train_000196,Chất lượng sản phẩm rất kém,0,1
train_006970,"Đóng gói sản phẩm kém, đế giày không chắc chắn, không đáng tiền, giày bị móp",0,1
train_003098,"SIM toàn tài khoản nội mạng + tài khoản ngoại mạng, hạn sử dụng: 26-10-2018",1,9
train_004986,Lúc nào rảnh thì sẽ chụp ảnh sau shop nhé cảm ơn,1,9
train_004986,"Đóng gói sản phẩm rất đẹp và chắc chắn, chất lượng sản phẩm tuyệt vời, rất thích cái đồng hồ gốm có hình bông hoa",2,1
train_007216,Vải giặt bị ra màu nhiều,0,1
train_015303,"Sản phẩm tạm được, gửi sai màu, chuyển hàng nhanh, đóng gói cẩn thận",1,9
train_007187,Người tiêu dùng lại chịu thiệt thòi tiền mất tật mang,0,9
train_007187,Bực mình đăng bán thôi khi cần không liên hệ được ai,0,5
train_007187,Dẹp mẹ đi,0,9
train_001309,Sản phẩm ọp ẹp,0,1
train_010484,Hàng chuẩn ưng ý,2,1
train_012141,Shop rất uy tín,2,9
train_002873,"Hộp sản phẩm móp méo không có ni lông bọc ngoài mà dùng tem dán hai đầu hộp, cảm giác như hàng cũ, lần thứ hai mua của shop này mà đều vậy",0,2
train_012781,Chất lượng sản phẩm ok,2,1
train_012141,Lần sau mua hàng mình sẽ tiếp tục ủng hộ shop,2,9
train_000954,Mua khi giảm tưởng rẻ hóa đắt,0,8
train_000954,"Gọi là quần mông thú mà chẳng thấy con thú nào, chỉ là cái quần loại len mút màu đen có vài họa tiết",0,1
train_000954,Gửi size không đúng yêu cầu,0,3
train_004422,Vâng,1,9
train_000954,Nhận hàng mà thất vọng tràn trề,0,3
train_004422,Vì chất lượng quá đẹp và giá lại rất hợp lý nên em đã mua hẳn 10 bộ luôn cho 2 bạn nhà em mặc,2,1
train_004422,Sẽ ủng hộ shop lâu dài,2,9
train_004422,:),1,9
train_001229,"Không có sách hướng dẫn sử dụng bằng tiếng Việt, toàn bằng tiếng Trung Quốc",0,9
train_015656,Mua mấy lần của shop rồi. Chất lượng sản phẩm tuyệt vời. Đóng gói sản phẩm rất đẹp và chắc chắn. Shop phục vụ rất tốt. Thời gian giao hàng rất nhanh,2,1
train_006783,Ngon hợp vệ sinh,2,1
train_000545,"Bánh hơi cứng đối với các bé còn ít răng, bánh dễ bị vỡ gãy khi ăn, hay bị vón cục, trẻ hay bị hóc. Nói chung, đây không phải là sản phẩm lý tưởng cho bé.",0,1
train_015387,không có quà là cái ly dù mình mua 2 gói 180k thất vọng,0,9
train_006783,Khô gà mềm vị vừa ăn và khá nhiều,2,1
train_013778,Chất lượng sản phẩm kém,0,1
train_013778,Ấm bị lỗi không dùng được mà nhắn tin cho shop không giải quyết,0,5
train_006065,Chất lượng sản phẩm tuyệt vời,2,1
train_006065,Giao hàng nhanh tuy nhiên hình thì có phím nổi nhưng hàng thật thì đen full,0,3
train_004887,Thấm rất nhanh nữa,2,1
train_004887,Serum lỏng dễ sử dụng,2,1
train_014502,"Che khuyết điểm tốt, dễ tán",2,1
train_005898,Chất lượng sản phẩm tuyệt vời,2,1
train_004887,Nếu ổn sẽ quay lại mua fullsize,2,1
train_005898,Đẹp và chắc chắn,2,1
train_015247,"Hàng như mới, giá hợp túi tiền",2,4
train_015884,"Chất lượng sản phẩm tạm được, gối mềm hơi cũ",1,1
train_005965,Chất lượng sản phẩm rất kém. Sẽ không mua lại lần nào nữa,0,1
train_004301,Mới mua về hôm qua,1,9
train_004930,"Shop phục vụ tốt, hàng chất lượng đảm bảo",2,1
train_004301,Quay thử thấy quay,1,9
train_004301,Gửi hàng rất nhanh không ngờ lại nhanh như thế,2,3
train_015152,Đặt 2 máy,1,6
train_004301,Gửi hỏa tốc,1,3
train_015152,Một máy sử dụng được một cái không sử dụng được,0,1
train_003904,Tương đối tốt,2,1
train_003904,Đúng với hình đã đăng,2,1
train_006070,"Bánh rất ngon
Ngon nhất là báng quy trứng muối",1,9
train_000070,Đẹp thích hết,2,1
train_014669,"Shop phục vụ rất kém, nhắn tin trao đổi với người bán hàng không thấy trả lời, thái độ coi thường khách",0,5
train_014669,"Về sản phẩm mới dùng nên chưa có đánh giá. Tuy nhiên, khi nhận hàng về không hề có tem nhãn và phiếu bảo hành, vì thế cộng với sự coi thường không trả lời khách hàng, tôi chưa thực sự an tâm!",0,5
train_007071,Nhỏ xinh tay thon nhỏ đeo rất đẹp,2,1
train_007071,Thời gian giao hàng rất nhanh,2,3
train_004118,Bình thường giá ngang với chợ Củ Chi,1,4
train_009450,"Tuyệt vời, giao hàng nhanh, sản phẩm đúng chất lượng mẫu mã",2,3
train_003890,Áo chất rất ok,2,1
train_003890,Ly giấy mịn,2,1
train_000646,Đúng ngon,2,1
train_000646,Thời gian giao hàng rất nhanh,2,3
train_005141,"Chất lượng sản phẩm tuyệt vời, đóng gói sản phẩm rất đẹp và chắc chắn, shop phục vụ rất tốt, rất đáng tiền, thời gian giao hàng rất nhanh, đặt tối nay chiều mai nhận được luôn, shop thân thiện",2,9
train_006313,Hàng gửi về không kết nối được. Nhắn tin cho shop không trả lời,0,5
train_002931,Dùng được 😞,0,9
train_014650,Bác sĩ vẫn mổ và chăm sóc cho bố tôi rất tốt,1,9
train_002403,"Máy phun không mạnh như shop nói, giao hàng lâu",0,3
train_005598,sản phẩm này xấu quá không giống như trong hình,0,1
train_000211,Giày làm bằng chất liệu gì mà hôi quá!,0,1
train_016069,Đóng gói sản phẩm đẹp và cẩn thận,2,2
train_016069,Thời gian giao hàng nhanh,2,3
train_005932,"Chả có bí quyết nào đâu các bạn ạ, chỉ giới thiệu sơ lược và mấy phương pháp mình học được toàn sử dụng tiếng Anh",1,9
train_011254,"Tiền nào của nấy, không phải rẻ mấy bạn nha",1,4
train_010200,"shop bán hàng không giống mô tả, bán hàng kiểu này quá đểu",0,1
train_005932,Làm ơn đừng mua nó nếu bạn đốt tiếng anh và nếu vẫn cố chấp mua thì đừng hy vọng qúa nhiều,1,9
train_005932,Thất vọng chết đi được,0,1
train_005932,"Tiền ơi em ở nơi nào, có nghe chị nói gì không",0,9
train_005932,Về với chị đi bỏ ra gần 200000 tưởng đâu sẽ mua được bí kíp cao siêu gì đó ai ngờ haizz mà trách ai được,0,4
train_005932,Nói chung là sau này em nghĩ Tiki nên nhập nhiều sách có ích và ít tốn tiền hơn như thế này đứt từng đoạn ruột,0,9
train_014059,Hàng chính hãng mà xài chưa được 1 tuần thì chuột trái bị liệt!,0,1
train_010631,Mua chung đơn hàng 1 quần tây và 2 áo sơmi.,1,9
train_000708,Đặt size XL mà giao áo quá nhỏ,0,3
train_000708,giống như áo trẻ em,1,9
train_000708,muốn đổi lại mà shop nói hết size,0,7
train_004222,Hơi dính keo nhưng ổn,1,1
train_011871,Rất không đáng tiền,0,4
train_011871,Sai so với giới thiệu sản phẩm,0,9
train_010631,Quần Tây quá tệ hại,0,1
train_010631,Quần tây mới nhận đứt toác đường chỉ chỗ chưa đứt thì may rất dối,0,1
train_010068,Xịn!,2,1
train_010631,Khiếu nại trả hàng thì quá ư phiền phức và tốn nhiều thời gian.,0,7
train_009222,khuyên mọi người nên tránh xa,0,9
train_009222,"Bán bỉm giả, bỉm kém chất lượng rõ ràng mà chỉ đưa ra tờ giấy không có chút giá trị nào ra biện minh",0,1
train_009222,Không thể chấp nhận nổi shop không có tâm thì đừng nên bán đồ cho trẻ em,0,9
train_011349,Ngàn like cho shop,2,9
train_011536,"Chất lượng sản phẩm rất kém, không dính chắc",0,1
train_012279,"Mình quên không nhắn tin shop lấy nữ, sao shop không hỏi mà giao đồng hồ nam, giờ mình đeo sao được",0,6
train_009154,"Giao hàng nhanh, sim sử dụng tuyệt vời",2,3
train_000848,chẳng khác gì iPhone 6,1,1
train_000029,"Hôm nay chiên thử cá hồi, cá chiên ăn ngọt hơn chiên kiểu truyền thống vì giữ đc nước 
 Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn",1,9
train_002649,Dẹp tuyệt,2,1
train_003205,Đóng gói sản phẩm rất đẹp và chắc chắn có thiệp cảm ơn nữa,2,2
train_003205,nói chung là hài lòng,2,9
train_008085,Tại sao không phải là tem chìm dán thôi à..,0,9
train_003878,Chắc chắn sẽ ủng hộ shop dài dài. Shop phục vụ rất tốt,2,5
train_003878,"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền
Giao hàng nhanh.",1,9
train_000204,Giày phù hợp giá tiền,2,4
train_010433,"Gửi nhầm size đi không vừa, cửa hàng làm ăn chán",0,1
train_010798,"Đóng gói sản phẩm rất kém, chất lượng sản phẩm rất kém, ảnh bị trùng hết, rất không đáng tiền",0,1
train_001525,đăng nhiều mẫu mà gửi 100 cái một mẫu giống hệt nhau,0,9
train_005970,Mình xài chắc 5-6 hũ gì rồi,2,1
train_005970,Mình là fan của Gel lô hội nha đam của Nature Republic,2,9
train_005970,Mua ở Hàn cũng có mà ở store Việt Nam cũng có,1,9
train_005970,Vì lười ra cửa hàng mà mình đặt mua của shop,1,6
train_005970,Thất vọng,0,9
train_005970,Sau khi kiểm tra thiết kế và code thì thấy shop gửi hàng giả cho mình,1,9
train_016027,"Ốp trầy hết mặt sau không dùng được, rất không đáng tiền",0,1
train_005621,"Mình mua 2 cái, 1 đỏ, 1 trắng nhưng shop gửi cho mình 2 cái trắng",0,3
train_005621,Nói chung với giá 100k thì đồng hồ như thế là tạm ổn,1,4
train_011858,Chất lượng sản phẩm quá kém không sử dụng được,0,1
train_003228,Sony chất lượng ảnh tốt hơn thì phải,1,1
train_008660,Giao hàng không đúng mẫu đặt.,0,3
train_005543,Apple cạn ý tưởng rồi,0,9
train_013878,Rẻ mà ngon nói chung chưa có điểm gì để chê,2,4
train_013878,Hi vọng dùng được lâu bền,2,1
train_012417,"Chất lượng sản phẩm rất kém Shop phục vụ rất kém Rất không đáng tiền
Dù mua 4 cục pin mới lắp, lắp vào đèn ko bật đc, bỏ 99k mua 1 cái gương quá bình thường ko có đèn là phí tiền
Liên hệ với Shop dù đang trực tuyến cũng ko thèm reply, chưa bg cho ng bán nào 1* như cái Shop này
VÔ TRÁCH NHIỆM",1,9
train_008621,mới giao đã bị tróc màn hình,0,3
train_015039,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền,2,1
train_015039,Thích vì dòng máy nào cũng có,2,9
train_015039,<3,1,9
train_014416,"đi tập thể dục về, thấy không lên cắm sạc vào cũng không lên, chán, nhưng lỗi như này không được bảo hành thì không hiểu nổi",0,5
train_007910,"Hàng cực kỳ kém chất lượng, vừa cắm vào đã tụt chân mic, bong các mối hàn, giá 29k nhưng mất 50k tiền gửi",0,1
train_014946,"Rất cưng luôn nè, chất lượng sản phẩm tuyệt vời",2,1
train_006092,"Cảm ơn shop, shop làm tốt lắm như đã trao đổi. Hàng đẹp và uy tín. Sẽ ủng hộ shop lâu dài. Mong rằng Shopee sẽ có nhiều shop uy tín và chất lượng như vậy",2,1
train_012566,Sai mẫu,0,9
train_011046,Hai đầu out1A và out2A bị lỏng,0,1
train_001532,"Ghi date tháng 2/2019 nên mới đặt hàng đến 5 gói, nhận hàng thì tháng 1/2019, thực phẩm cho bé nên bán đúng hạn sử dụng, giới thiệu để khách tin tưởng và quyết định mua hàng",2,9
train_001558,Thời gian thiết kế nhanh,2,9
train_001558,Sản phẩm này có thiết kế đẹp và tôi rất hài lòng,2,1
train_004120,Sản phẩm như c*t,0,1
train_004120,Mới lấy về đã bị hư cái đo độ ẩm,0,1
train_000082,Chất lượng sản phẩm tuyệt vời. Rất OK,2,1
train_012076,Caddy bay chập chờn lúc nhận ổ cứng HDD lúc không,0,1
train_002544,Thời gian giao hàng nhanh hơn dự kiến tuy nhiên đề nghị Shopee có chính sách tốt hơn về vận chuyển,1,3
train_009386,"Dặn shop kiểm tra hàng giúp trước khi giao mà khi nhận hàng thất vọng quá bốn chiếc quạt đều không sử dụng được, chán vô cùng tận",0,1
train_008997,Không gõ được dấu tiếng Việt được shop,0,9
train_011089,Vừa mới xài xong,1,9
train_011089,Mong là mình hợp với bộ dưỡng này. Nói chung các sản phẩm đánh lên cũng ổn lắm. Chủ shop tư vấn nhiệt tình lắm ý. Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt,2,1
train_004432,Hàng kém chất lượng,0,1
train_009592,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời,2,1
train_009592,Mình sẽ ủng hộ dài dài,2,9
train_009592,Chủ bán hàng rất nhiệt tình còn tặng quà nữa,2,8
train_006036,Chất lượng sản phẩm tuyệt vời. Shop phục vụ ok,2,1
train_013467,Nói ngày sản xuất là 2020 nhưng khi nhận lại là 2019,0,1
train_003507,Đẹp quá shop ơi hàng quá đẹp giao hàng nhanh,2,3
train_013467,Shop phục vụ rất kém,0,5
train_004911,Phí cả tiền,0,4
train_013467,Và cũng không giống chai mà tôi đang dùng,1,9
train_013467,Nhắn tin shop không trả lời,0,5
train_004911,Ăn không khác gì cục đường trộn chút ớt với chút me,0,1
train_004911,Mình ngu si mua hẳn 15kg,0,9
train_004911,Ăn một miếng đã muốn nhè ra,0,1
train_004911,Vứt đi cũng không tiếc,0,1
train_002551,Hàng tốt giá rẻ,2,4
train_004698,Ngày sản xuất còn mới,2,1
train_004408,"Thời gian giao hàng rất nhanh, đặt sáng 9.9 đến sáng 10.9 đã nhận được rồi",2,3
train_004408,Giày đẹp nhưng em mua tặng chứ không đi nên không biết có đúng size hay êm chân hay gì không,1,9
train_005582,Mình mua ở đây cũng tương đối khá nhiều sách,1,9
train_005582,Mấy lần trước sách bảo quản rất tốt nhìn sạch và đẹp nhưng bữa nay thì thật sự mình hơi thất vọng xíu,0,1
train_005582,Nội dung cuốn sách thì khỏi bàn,2,1
train_015464,"Chất lượng dùng ổn, đẹp, dùng tốt",2,1
train_007940,"Chất lượng sản phẩm tuyệt vời
Shop phục vụ rất tốt 
Rất đáng tiền
Tuy nhiên giao hàng chậm quá.",1,9
train_006868,Mua ở đây lần nào cũng ok về chất lượng.,1,9
train_005582,Cuốn sách rất đáng để bản thân đọc qua một lần trong đời,2,9
train_007940,Nội thành Hà Nội mà 5 ngày mới nhận được hàng,0,3
train_011441,"Hình thức rất ổn, ghi là kim dạ quang nhưng không phải, kim giây chạy thì lệch với vạch",0,1
train_000386,Kẹp mềm quá không giữ được điện thoại,0,1
train_006868,Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh,2,3
train_004178,"Chất lượng sản phẩm tuyệt vời, rất đáng tiền, đóng gói sản phẩm rất đẹp và chắc chắn",2,1
train_009482,"Tôi hiểu yêu cầu của bạn. Câu đã sửa là: ""Inbox trả hàng ngoài được tuần rồi mà vẫn chưa chuyển tiền.""",0,7
train_009482,"Hàng không đúng size 39, đi không vừa",0,7
train_007658,Đóng gói được,1,2
train_009482,Hỏi thì người này người kia không biết,0,5
train_009482,Nói chung phục vụ không được tốt,0,5
train_007658,"Chất lượng phù hợp với giá tiền có lỗi bong nhẹ phần nhũ nhưng không sao, chấp nhận được",1,1
train_007658,Các bạn nên mua rộng hơn 1 size so với size của mình thì sẽ đi vừa,1,1
train_000538,"Chất lượng sản phẩm rất kém, hộp nhựa bung cả ra, ấn không vào do bị cong",0,1
train_000538,"Đóng gói sản phẩm rất kém, vỏ nát bét",0,2
train_009704,Chất lượng sau khi dùng thử rất kém,0,1
train_000538,"Shop phục vụ rất kém, tất cả đều có thể bỏ qua và vui vẻ mua sản phẩm khác nhưng thái độ chăm sóc khách hàng của shop siêu tệ, thái độ bất cần, cảm giác nếu là nhân viên trả lời thì bị sếp bùng lương",0,5
train_013731,"Yêu BlackBerry cũng chỉ ở hệ điều hành, bàn phím",1,9
train_000365,Hãy để vẻ đẹp của Hà Nội được thể hiện qua vẻ đẹp của cả nước,1,9
train_003304,"Mới dùng thấy sản phẩm chạy êm, dùng được, không biết có được bền lâu hay không",1,1
train_013731,Ông CEO Chen này đang muốn Trung Quốc thâu tóm BlackBerry nên mới thế này...,0,9
train_013731,"bỏ hai cái này thì không còn giá trị của nó nữa, em này bỏ cái chữ BlackBerry phía trước và cho vào màn hình mấy cái phím cảm ứng...như loạt smartphones rẻ tiền của anh TQ...",1,9
train_015518,Nên để nguyên thùng mì tôm không bóc lẻ,1,2
train_013109,Chim ưng quá 😍 Chất lượng sản phẩm tuyệt vời,2,1
train_009464,Đẹp ạ,2,1
train_009770,"Chất lượng sản phẩm tuyệt vời, ngon quá ❤️",2,1
train_014491,Đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt thời gian giao hàng rất nhanh được tặng thêm quà xinh,2,9
train_014491,Chất lượng sẽ được đánh giá sau khi sử dụng,1,1
train_012314,Mua 2 cái trả tiền 2 cái mà giao có 1 cái,0,3
train_012314,Gọi điện thì không liên lạc được,0,5
train_012314,Mọi người đừng để bị lừa nhé,0,9
train_005569,Chất lượng sản phẩm tuyệt vời shop phục vụ rất tốt không để ý 44 miếng. Mình đang muốn mua luôn 56 món. Sẽ ủng hộ shop tiếp nhé,2,1
train_015172,Chất lượng sản phẩm tốt Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền,2,1
train_000510,Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt,2,5
train_000510,Sản phẩm chưa dùng nên chưa biết thế nào nhưng nhìn chung là khá tốt,1,1
train_011157,"Chất lượng sản phẩm tuyệt vời, đóng gói sản phẩm rất đẹp và chắc chắn",2,1
train_011157,Bánh giòn ngon date mới,2,1
train_011157,Ưng nhất vẫn là khâu gói hàng cẩn thận kỹ càng bánh không bể nát,2,2
train_011157,Cảm ơn shop nhiều,2,9
train_012595,Mình mua combo này vào đầu tháng 9,1,9
train_012595,Nhưng bỉm nhìn rất khác với mọi khi,0,1
train_012595,Mỏng nhẹ hơn và phần lưng cũng thiết kế khác,2,1
train_012595,Mặt trước không có chữ FRONT,0,1
train_012595,Đêm ngủ bé tè rất hay bị ướt ra quần,0,9
train_012595,"3 bữa nay bé tiêu chảy, cũng đi hết ra quần và nệm
Mình lo lắng không biết có phải bỉm giả hay không?",1,9
train_012674,"Chất lượng sản phẩm tuyệt vời, đóng gói sản phẩm rất đẹp và chắc chắn, shop phục vụ rất tốt, rất đáng tiền, thời gian giao hàng rất nhanh",2,9
train_010116,Chất liệu đẹp nhưng giao sản phẩm không giống hình,0,3
train_004024,Đặt size 90 thì giao 100,0,3
train_012083,"Quần đẹp lắm Shop ơi
 Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời",1,9
train_015323,Giao hàng nhanh,2,3
train_015323,Sản phẩm ok,1,1
train_009187,Hàng khi nhận bị móp méo không hài lòng,0,2
train_015323,Những size hơi to,1,1
train_013477,Chất lượng sản phẩm tuyệt vời,2,1
train_013477,Dây sạc chắc chắn,2,1
train_009985,Thời gian giao hàng rất nhanh,2,3
train_012477,Quá đẹp,2,1
train_009985,Chất lượng sản phẩm tuyệt vời đã dùng qua chai thứ hai tóc rất mượt và dài hơn hẳn,2,1
train_011297,Đèn LED đẹp,2,1
train_011297,chắc chắn,1,9
train_011297,nhưng chọn bill mua led vàng,1,9
train_011297,Mà gửi cho LED sáng trắng,1,3
train_010139,"Shop phục vụ rất tốt, đóng gói sản phẩm rất đẹp và chắc chắn, thời gian giao hàng rất nhanh",2,3
train_009372,Shop không có uy tín,0,9
train_009372,Giao hàng thiếu không khắc phục,0,3
train_009372,Bó tay cho Shop 40k luôn đó,0,5
train_003839,Sản phẩm tốt hợp giá tiền,2,4
train_009372,Để dành mua uy tín đi,2,9
train_004783,"Giao hàng không đúng với mô tả hàng hóa, giao hàng không có hồng ngoại",0,3
train_003452,"Sản phẩm bị móp méo nhăn nhúm, màu hơi bẩn, thất vọng trả được tôi trả liền",0,7
train_004961,không hài lòng,0,9
train_013548,"Thời gian giao hàng chậm không đáng tiền, đóng gói sản phẩm kém, chất lượng sản phẩm kém",0,9
train_004961,Chuột chạy không ổn định dù là pin mới thỉnh thoảng đơ phải tắt bật lại,0,1
train_015524,"Phần mềm Total 360 của Trung Quốc chuyên cài một cách âm thầm vào máy tính qua các trang tải ứng dụng bằng cách đính kèm vào tập tin cài đặt phần mềm khác, bạn nên chuyển sang dùng Avast hoặc AVG",1,9
train_011542,Bị bục túi,0,2
train_008476,Tốt nhất,2,1
train_009121,Mua về thấy tiếc tiền vì đã mua nó sử dụng thấy đau và không thấy có tác dụng gì cả,0,1
train_013240,"Kiểu dáng đẹp, hút mạnh, giá hợp lý",2,4
train_013240,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
train_009585,Với cái giá 9 nghìn quá ưng,2,4
train_007775,Giao hàng rất nhanh. Đóng gói sản phẩm rất đẹp và chắc chắn,2,3
train_002677,"Êm nhẹ đẹp, giống y hình ạ, chất da mềm, rất thích, sẽ ủng hộ shop tiếp ạ",2,1
train_009485,Cân hơi thiếu nhưng khô ít vụn,0,1
train_006233,Bộ phát wifi bắt sóng rất kém mặc dù có 4 ăng-ten,0,1
train_013068,Đẹp và chất luôn ạ!,2,1
train_010324,Màu hồng không được đẹp,0,1
train_010067,Tôi mua quạt để phòng ngừa mất điện ngày nóng,1,9
train_010067,Giao hàng rất nhanh vì lựa chọn Tiki Now,2,3
train_010067,Sau hai lần sử dụng thôi thấy quạt rất kêu phần mô tơ đằng sau,0,1
train_010067,Hiện đang yêu cầu bảo hành đổi trả,0,7
train_010067,Đề nghị bên Tiki làm việc với Sunhouse về sản phẩm này,1,9
train_007496,Chất lượng,1,1
train_007496,được rồi,1,9
train_013576,Chè đẹp lắm bạn à!,2,1
train_004001,Sản phẩm rất đẹp và chắc chắn giống trong ảnh,2,1
train_013576,"Cảm ơn bạn nhiều nha, hết mình sẽ tiếp tục ủng hộ",2,9
train_004001,Rất đáng tiền,2,4
train_008219,Giá cả phù hợp với tiền,2,4
train_012706,"Quần đẹp, vải cũng đẹp",2,1
train_012706,Shop phục vụ rất tốt và nhiệt tình,2,5
train_012706,Cảm ơn shop đã đưa size số 6 cho mình,2,9
train_013186,Sạc vào lâu,0,1
train_008367,"Mực xuống không đều rất phí tiền, cây viết mình mua trong nhà sách chỉ 40 nghìn đồng sử dụng còn tốt hơn cây viết này, chất lượng hàng kém quá",0,1
train_010804,shop bán hàng lừa đảo rất tệ,0,9
train_010804,không đáng một xu,0,4
train_001714,Đóng gói cẩu thả vỏ hộp móp méo,0,2
train_006277,Sẽ ủng hộ shop dài dài,2,9
train_006277,Còn được tặng thêm quà,2,8
train_006277,Dùng rất thích nhé thấm nhanh mướt mặt chủ shop cũng dễ thương,2,1
train_007032,"Shop không uy tín, làm ăn nhỏ lẻ",0,9
train_007032,"Chất lượng sản phẩm rất kém, mua 10 số giao 11 số",0,1
train_007032,Rất không đáng tiền,0,4
train_006192,Quá đẹp cho một cuộc tình,2,9
train_013285,Chất lượng sản phẩm tuyệt vời,2,1
train_013285,Ủng hộ shop dài dài,2,9
train_013568,iPhone 7 Pro mà hỗ trợ thêm cây bút nữa thì thật tuyệt vời,2,5
train_007503,"Sản phẩm giảm giá, hàng cũ",2,8
train_007503,Chỉ đi phần ngọn lông,0,9
train_007503,"Phần gốc còn nguyên, đỏ rát ba ngày mới hết",0,1
train_001453,"Mình là một fan cuồng của đất nước hoa anh đào từ con người, văn hóa và rất nhiều thứ, đặc biệt là về năng lực của người Nhật",2,9
train_001453,"Mình đọc 1/3 cuốn thôi hoàn toàn không cảm thấy cuốn hút và có những gì cụ thể có thể áp dụng, nội dung rất chung chung, các đề mục cũng từa tựa nhau, nội dung đề mục cũng không rõ ràng.",0,9
train_007503,Chất lượng sản phẩm rất kém,0,1
